index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,geographic_name,province,latitude,longitude
8915,St. Peters Hospital,general,Hospitals,Public Health Agency of Canada,,200,heritage dr,S0A 2P0,melville,sk,50.9376801,-102.8205106
8917,St. Walburg Health Complex,,Nursing and residential care facilities,Saskatchewan Health Authorities,,410,3 avenue w,S0M 2T0,st walburg,sk,53.631763,-109.208019
8918,Stapleford Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,372,mccarthy blvd n,S4R 7M2,regina,sk,50.483108,-104.665959
8919,Stensrud Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,2202,mceown avenue,S7J 3L6,saskatoon,sk,52.10453,-106.617824
8920,Strasbourg & District Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,303,edward st,S7J 3L6,strasbourg,sk,51.072922,-104.958868
8921,Student Health Centre - University of Saskatchewan,"clinic, primary care",Ambulatory health care services,Saskatchewan Health Authorities,,91,campus drive,S7N 5E8,saskatoon,sk,52.130915,-106.636071
8922,Sunnyside Adventist Care Centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,2200,st henry avenue,S7M 0P5,saskatoon,sk,52.102903000000005,-106.681774
8923,Sunrise Health & Wellness Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,25-259,hamilton road,S7M 0P5,yorkton,sk,51.207335,-102.443842
8924,Sunset Haven,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,415,spencer street,S7M 0P5,carnduff,sk,49.177734,-101.79285
8925,Sunset Haven/Border-Line Housing Company,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,415,spencer street,S7M 0P5,carnduff,sk,49.177596,-101.793486
8926,Supermed Family Medicine and Walk-in Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,591,15 street e,S6V 1G3,prince albert,sk,53.198108,-105.739078
8927,Tatagwa View,,Nursing and residential care facilities,Saskatchewan Health Authorities,,,po box 2003,S4H 2Z9,weyburn,sk,49.6702367,-103.8703992
8929,the Meadows,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,2215,woodrow lloyd place,S9H 5R2,swift current,sk,50.313434,-107.774776
893,Haida Gwaii Hospital and Health Centre (South End),,Hospitals,Province of British Columbia,,3209,oceanview drive,V0T 1S0,queen charlotte,bc,53.254868,-132.070526
8930,the Tony Day Family Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,,S9H 5R2,carnduff,sk,49.178136,-101.790189
8931,Theodore Health Centre,,Nursing and residential care facilities,Saskatchewan Health Authorities,,615,anderson avenue,S0A 4C0,theodore,sk,51.427996,-102.919007
8933,Tisdale Hospital,general,Hospitals,Public Health Agency of Canada,,2010,110 ave w,S0E 1T0,tisdale,sk,52.856825,-104.054939
8934,Transcona Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4936,fourth avenue,S4T 0J3,regina,sk,50.463377,-104.651972
8935,Twin City Medical Walk-in Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1102,103 st,S9A 3K1,north battleford,sk,52.773601,-108.294284
8936,Unity & District Health Centre,general,Hospitals,Public Health Agency of Canada,,,hwy no 14 n,S0K 4L0,unity,sk,52.442736,-109.173493
8937,Unity and District Health Centre,hospital,Hospitals,Saskatchewan Health Authorities,,,po box 741 airport road,S0K 4L0,unity,sk,52.442896,-109.172852
8938,Vanguard Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,division street,S0N 2V0,vanguard,sk,49.904434,-107.301305
8939,Victoria Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,1200,24 st w,S6V 4B2,prince albert,sk,53.192095,-105.784059
894,Haida House,,Nursing and residential care facilities,Province of British Columbia,,3311,haida dr,V9C 3V1,victoria,bc,48.424436,-123.50331
8941,Victoria Hospital and Regional Mental Health Centre — Victoria Regional Mental Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S6V 5T4,prince albert,sk,53.201097,-105.748901
8943,Villa Pascal (Affiliate),longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,1301,113 street,S9A 3K1,north battleford,sk,52.776803,-108.2799
8944,Wadena Hospital,general,Hospitals,Public Health Agency of Canada,,533,5 st ne,S0A 4J0,wadena,sk,51.9519198,-103.7943137
8945,Wadena Primary Health Team,hospital,Ambulatory health care services,Saskatchewan Health Authorities,,533,5 street ne,S0A 4J0,wadena,sk,51.952419,-103.795241
8946,Wadena Public Health - Saskatchewan Health Authority,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,433,5 street ne,S0A 4J0,wadena,sk,51.951406,-103.795192
8947,Wakaw Health Centre,general,Hospitals,Public Health Agency of Canada,,300,1 st n,S0K 4P0,wakaw,sk,52.6509338,-105.742114
895,Hammond Place,,Nursing and residential care facilities,Province of British Columbia,,4930,hammond bay rd,V9T 5B4,nanaimo,bc,49.231449,-123.987
8950,Walk-in Clinic at Walmart Prince Albert by Jack Nathan Health,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,800,15th street east,S6V 8E3,prince albert,sk,53.201493000000006,-105.733708
8951,Warehouse District Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1-1230,st john st,S4R 1R9,regina,sk,50.459299,-104.602236
8952,Warman Mennonite Special Care Home,assisted living,Nursing and residential care facilities,Saskatchewan Health Authorities,,201,centennial blvd,S0K 0A1,warman,sk,52.320486,-106.580685
8953,Wascana Rehabilitation Centre,rehabilitation,Hospitals,Public Health Agency of Canada,,2180,23 ave,S4S 0A5,regina,sk,50.4251896,-104.6110624
8956,Watrous District Health Complex — Watrous Hospital,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0K 4T0,watrous,sk,51.675148,-105.4655393
8957,Watrous District Health Complex,chronic care,Hospitals,Public Health Agency of Canada,,702,4 st e,S0K 4T0,watrous,sk,51.674001200000006,-105.4556517
896,Happy Rock,,Nursing and residential care facilities,Province of British Columbia,,3034,donald st,V9A 1Y2,victoria,bc,48.449087,-123.39385
8960,Wawota Memorial Health Centre,general,Hospitals,Public Health Agency of Canada,,201,choo foo cres. po box 60,S0G 5A0,wawota,sk,49.9060021,-102.022331
8961,West Hill Medical Clinic (South Hill Mall),clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2995,2 ave w,S6V 5V5,prince albert,sk,53.185035,-105.763018
8962,West Winds Primary Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,3311,fairlight drive,S7M 3Y5,saskatoon,sk,52.127985,-106.722061
8963,Westside Community Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1528,20 street w,S7M 0Z6,saskatoon,sk,52.126443,-106.693822
8964,Weyakwin Community Health Services,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0J 1W0,weyakwin,sk,54.4302765,-105.7960954
8965,Weyburn Community Health Services (Mental Health),psychiatric,Hospitals,Public Health Agency of Canada,,,,S4H 2Z9,weyburn,sk,49.674985,-103.871885
8966,Weyburn Community Health Services Building,,Ambulatory health care services,Saskatchewan Health Authorities,,900,saskatchewan drive,S4H 2Z9,weyburn,sk,49.674005,-103.865086
8967,Weyburn General Hospital,general,Hospitals,Public Health Agency of Canada,,201,first ave nw,S4H 2Z9,weyburn,sk,49.668899,-103.853095
8968,Weyburn General Hospital and Mental Health Centre — Weyburn General Hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S4H 0N1,weyburn,sk,49.6651238,-103.854034
8969,Weyburn General Hospital and Mental Health Centre — Weyburn Mental Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S4H 2Z9,weyburn,sk,49.6651238,-103.854034
897,Hardy View Lodge,,Nursing and residential care facilities,Province of British Columbia,,7649,22 st,V0H 1H0,grand forks,bc,49.030261,-118.467798
8970,Weyburn Mental Health Clinic,mental health centre,Ambulatory health care services,Saskatchewan Health Authorities,,,po box 2003,S4H 2Z9,weyburn,sk,49.6727381,-103.8505675
8971,Weyburn Primary Health Care Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,suite 204-117,third street,S4H 0W3,weyburn,sk,49.662066,-103.854029
8972,Weyburn Special Care Home,nursing,Nursing and residential care facilities,Saskatchewan Health Authorities,,704,5 street ne,S4H 2Z9,weyburn,sk,49.672828,-103.848187
8973,Wheatland Lodge & Home Care,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,971,saskatchewan hwy 792,S0J 1M0,leask,sk,53.023899,-106.736748
8975,Whispering Pine Place,hospital,Nursing and residential care facilities,Saskatchewan Health Authorities,,300,1 ave,S0J 0K0,canwood,sk,53.362337,-106.607615
8977,White Buffalo Youth Lodge - Primary Health Team,hospital,Ambulatory health care services,Saskatchewan Health Authorities,,602,20th street west,S7M 0X7,saskatoon,sk,52.126379,-106.679053
8978,Whitecap Dakota First Nation - Primary Health Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,316,moose woods dr,S7K 2L2,whitecap,sk,51.8886932,-106.719429
8979,Whitewood Community Health Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,921,gambetta st,S0G 5C0,whitewood,sk,50.326761,-102.260217
898,Harmony Court Care Centre,,Nursing and residential care facilities,Province of British Columbia,,7195,canada way,V5E 3R7,burnaby,bc,49.224537,-122.942499
8980,Wilkie and District Health Centre,hospital,Hospitals,Saskatchewan Health Authorities,,304,7 avenue e,S0K 4W0,wilkie,sk,52.405556,-108.701125
8981,Willow Bunch Primary Health Care Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,17,3 st se,S0H 4K0,willow bunch,sk,49.392022,-105.633684
8982,Willowdale Lodge,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,128,4 street s,S0G 2S0,kipling,sk,50.098386,-102.623497
8983,Windsor East Medical Clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,3275,quance street,S4V 3G4,regina,sk,50.4479733,-104.6158764
8984,Wolf Willow Health Centre,"longterm, outpatient",Ambulatory health care services,Saskatchewan Health Authorities,,555,red coat drive,S0N 0T0,eastend,sk,49.514885,-108.82482
8986,Wolseley Memorial Integrated Health Centre- Ltc,inpatient/long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,701,ouimet street,S0G 5H0,wolseley,sk,50.426845,-103.269295
8987,Wolseley Memorial Integrated Health Centre,general,Hospitals,Public Health Agency of Canada,,801,ouimet st,S0G 5H0,wolseley,sk,50.4266315,-103.2685272
8988,Wolseley Primary Health Care Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,801,ouimet st,S0G 5H0,wolseley,sk,50.423004,-103.269085
8989,Women’s Health Centre - Fort Qu'Appelle,women's health,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0G 5H0,fort quappelle,sk,50.770855,-103.795049
899,Harmony House,,Nursing and residential care facilities,Province of British Columbia,,2316,arbot rd,V9R 6S8,nanaimo,bc,49.166974,-124.00225
8990,Wynyard Community Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,210,avenue b e,S0A 4T0,wynyard,sk,51.770736,-104.184049
8991,Wynyard Hospital,general,Hospitals,Public Health Agency of Canada,,300,10 st e,S0A 4T0,wynyard,sk,51.7675013,-104.1676207
8993,Yorkton and District Nursing Home,,Nursing and residential care facilities,Saskatchewan Health Authorities,,200,bradbrooke drive,S3N 2K5,yorkton,sk,51.201462,-102.475467
8994,Yorkton Home Care Office,,Nursing and residential care facilities,Saskatchewan Health Authorities,,270,bradbrooke drive,S3N 3Z4,yorkton,sk,51.201723,-102.480781
8995,Yorkton Regional Health Centre,psychiatric,Hospitals,Public Health Agency of Canada,,270,bradbrooke dr,S3N 2K6,yorkton,sk,51.2022464,-102.4806123
8996,Yorkton Public Health Office,,Ambulatory health care services,Saskatchewan Health Authorities,,150,independent street,S3N 0S7,yorkton,sk,51.2085639,-102.4690605
8998,Yorkton Regional and Mental Health Centre — Yorkton Regional Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S3N 2K6,yorkton,sk,51.212045,-102.461243
9,Airdrie Community Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T4B 3K7,airdrie,ab,51.28597,-114.01062
900,Haro Park Centre,,Nursing and residential care facilities,Province of British Columbia,,1233,haro st,V6E 3Y5,vancouver,bc,49.285771,-123.129
9000,Athabasca Health Facility- Yutthe Dene Nakohoki Health Facility,active acute hospital,Hospitals,Canadian Institute for Health Information,,,black lake reservice (chicken 224),S0J 0H0,black lake,sk,59.12587405,-105.56299528282864
9001,Beaver Creek Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,,mile 1202 alaska highway,Y0B 1A0,beaver creek,yt,62.3839574,-140.8773063
9002,Birch Lodge,residential/home care facilities,Nursing and residential care facilities,Yukon Territories,,6189,6th avenue,Y1A 5P5,whitehorse,yt,60.724230000000006,-135.064
9003,Blood Ties Four Directions Centre Drop-in and Street Clinic,street clinic,Ambulatory health care services,Yukon Territories,,405,ogilvie street,Y1A 2S5,whitehorse,yt,60.72526,-135.063
9004,Carcross Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,1952,tagish avenue,Y0B 1B0,carcross,yt,60.16571,-134.707
9005,Carmacks Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,106,river drive,Y0B 1C0,carmacks,yt,62.09032,-136.281
9006,Copper Ridge Place,residential/home care facilities,Nursing and residential care facilities,Yukon Territories,,60,lazulite drive,Y1A 6S9,whitehorse,yt,60.69943000000001,-135.11
9007,Dawson City Community Hospital,hospital,Hospitals,Yukon Territories,,501,sixth ave,Y0B 1G0,dawson city,yt,64.05664,-139.434
9010,Destruction Bay Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,,mile 1083 alaska highway,Y0B 1H0,destruction bay,yt,61.25343,-138.808
9011,Family Practice Unit,medical clinics,Ambulatory health care services,Yukon Territories,102,402,hanson street,Y1A 1Y8,whitehorse,yt,60.71674,-135.055
9012,Faro Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,111,bell avenue,Y0B 1K0,faro,yt,62.23356999999999,-133.361
9013,Haines Junction Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,131,bates street,Y0B 1L0,haines junction,yt,60.75015,-137.51
9014,Klondyke Medical Clinic,medical clinics,Ambulatory health care services,Yukon Territories,,302,ogilvie street,Y1A 0M1,whitehorse,yt,60.7263,-135.06
9016,Mayo Health Centre,community health centres,Ambulatory health care services,Yukon Territories,,21,centre street,Y0B 1M0,mayo,yt,63.59499,-135.89600000000002
9017,Mcdonald Lodge,residential/home care facilities,Nursing and residential care facilities,Yukon Territories,,636,fifth avenue,Y0B 1G0,dawson city,yt,64.05759,-139.436
